version,filename,fold,label,label_number,subject,token_count,path
lemm,3-383msg0.txt,1,ham,0,"re : 3 . 370 query : computer resource , dialect map",81,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-383msg0.txt
lemm,3-383msg1.txt,1,ham,0,language and power bibliography - - announcement,158,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-383msg1.txt
lemm,3-384msg0.txt,1,ham,0,re : 3 . 376 help re : iaupe,45,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-384msg0.txt
lemm,3-384msg1.txt,1,ham,0,next,54,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-384msg1.txt
lemm,3-384msg2.txt,1,ham,0,query about english interrogative,69,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-384msg2.txt
lemm,3-384msg3.txt,1,ham,0,query on spanish and bind,149,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-384msg3.txt
lemm,3-385msg1.txt,1,ham,0,proofread medieval e - text,462,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-385msg1.txt
lemm,3-385msg2.txt,1,ham,0,learn french in quebec city,106,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-385msg2.txt
lemm,3-385msg3.txt,1,ham,0,more on human subject,363,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-385msg3.txt
lemm,3-387msg0.txt,1,ham,0,on rule,617,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-387msg0.txt
lemm,3-387msg1.txt,1,ham,0,tone grammar summary,99,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-387msg1.txt
lemm,3-387msg2.txt,1,ham,0,tone grammar,106,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-387msg2.txt
lemm,3-388msg1.txt,1,ham,0,summ of dialect bible translation,300,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-388msg1.txt
lemm,3-389msg1.txt,1,ham,0,precoling 92 : symposium on computational semantic,180,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-389msg1.txt
lemm,3-390msg0.txt,1,ham,0,re : 3 . 375 gent conference,61,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-390msg0.txt
lemm,3-390msg1.txt,1,ham,0,"query about raise of / aw / and / ay / alias "" canadian raise """,82,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-390msg1.txt
lemm,3-390msg2.txt,1,ham,0,base generate adjunct,88,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-390msg2.txt
lemm,3-390msg3.txt,1,ham,0,basic journal,97,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-390msg3.txt
lemm,3-390msg4.txt,1,ham,0,query : tagalog and other philippine informant,30,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-390msg4.txt
lemm,3-390msg5.txt,1,ham,0,ancient vocal tract simulation,203,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-390msg5.txt
lemm,3-391msg1.txt,1,ham,0,"re : 3 . 386 chomsky , mac concordance",206,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-391msg1.txt
lemm,3-392msg0.txt,1,ham,0,escol 92 call for paper,185,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-392msg0.txt
lemm,3-392msg1.txt,1,ham,0,humor and communication : call for paper,645,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-392msg1.txt
lemm,3-395msg1.txt,1,ham,0,"re : 3 . 387 rule , tone grammar",209,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-395msg1.txt
lemm,3-395msg2.txt,1,ham,0,rule,341,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-395msg2.txt
lemm,3-397msg1.txt,1,ham,0,iscll3,510,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-397msg1.txt
lemm,3-398msg1.txt,1,ham,0,4th nottingham international systemic workshop,261,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-398msg1.txt
lemm,3-401msg1.txt,1,ham,0,salk insitute job,152,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-401msg1.txt
lemm,3-402msg1.txt,1,ham,0,who speaks language ?,111,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-402msg1.txt
lemm,3-402msg2.txt,1,ham,0,syntax query,137,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-402msg2.txt
lemm,3-402msg3.txt,1,ham,0,syntax textbook,74,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-402msg3.txt
lemm,3-404msg1.txt,1,ham,0,re : 3 . 396 chomsky citation,98,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-404msg1.txt
lemm,3-404msg2.txt,1,ham,0,re : 3 . 396 chomsky citation,156,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-404msg2.txt
lemm,3-404msg3.txt,1,ham,0,chomsky citation,230,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-404msg3.txt
lemm,3-404msg4.txt,1,ham,0,re : 3 . 396 chomsky citation,467,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-404msg4.txt
lemm,3-404msg5.txt,1,ham,0,"the "" black hole "" of pre - chomskyan citation",361,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-404msg5.txt
lemm,3-404msg6.txt,1,ham,0,re : 3 . 396 chomsky citation,173,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-404msg6.txt
lemm,3-404msg7.txt,1,ham,0,re : 3 . 396 chomsky citation,152,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-404msg7.txt
lemm,3-405msg1.txt,1,ham,0,"re : 3 . 402 query : language - speaker , syntax , text",166,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-405msg1.txt
lemm,3-405msg2.txt,1,ham,0,"re : 3 . 402 query : language - speaker , syntax , text",193,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-405msg2.txt
lemm,3-405msg3.txt,1,ham,0,"re : 3 . 402 query : language - speaker , syntax , text",284,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-405msg3.txt
lemm,3-405msg4.txt,1,ham,0,"re : 3 . 402 query : language - speaker , syntax , text",335,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-405msg4.txt
lemm,3-410msg1.txt,1,ham,0,new e - mail network,123,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-410msg1.txt
lemm,3-411msg1.txt,1,ham,0,human sense disambiguation,293,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-411msg1.txt
lemm,3-413msg1.txt,1,ham,0,re : 3 . 404 chomsky citation,79,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-413msg1.txt
lemm,3-413msg2.txt,1,ham,0,re : 3 . 404 chomsky citation,27,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-413msg2.txt
lemm,3-413msg3.txt,1,ham,0,3 . 404 chomsky citation,412,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-413msg3.txt
lemm,3-414msg1.txt,1,ham,0,integration and disintegration in phonological theory,452,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-414msg1.txt
lemm,3-414msg2.txt,1,ham,0,"3 . 405 language , citation",96,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-414msg2.txt
lemm,3-414msg3.txt,1,ham,0,"3 . 405 language , citation",443,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-414msg3.txt
lemm,3-415msg0.txt,1,ham,0,youth - gang lipolalium,95,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-415msg0.txt
lemm,3-415msg1.txt,1,ham,0,query : sexist example sentence,77,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-415msg1.txt
lemm,3-416msg1.txt,1,ham,0,re : 3 . 395 rule,557,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-416msg1.txt
lemm,3-416msg2.txt,1,ham,0,"rule , innateness , psychological reality",702,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-416msg2.txt
lemm,3-416msg3.txt,1,ham,0,re : 3 . 408 adjunct,57,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-416msg3.txt
lemm,3-416msg4.txt,1,ham,0,re : 3 . 408 adjunct,281,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-416msg4.txt
lemm,3-416msg5.txt,1,ham,0,re : 3 . 408 adjunct,37,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-416msg5.txt
lemm,3-418msg1.txt,1,ham,0,tolkienian linguistics,231,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-418msg1.txt
lemm,3-418msg2.txt,1,ham,0,the merry month,427,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-418msg2.txt
lemm,3-418msg3.txt,1,ham,0,new journal : language of the world,168,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-418msg3.txt
lemm,3-419msg1.txt,1,ham,0,athapaskan language conference,274,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-419msg1.txt
lemm,3-421msg1.txt,1,ham,0,"re : 3 . 405 language , citation",97,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-421msg1.txt
lemm,3-421msg2.txt,1,ham,0,re : 3 . 405 language,255,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-421msg2.txt
lemm,3-421msg3.txt,1,ham,0,word to live ( and rock ) by [ linguist in the mass medium,161,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-421msg3.txt
lemm,3-421msg4.txt,1,ham,0,re : 3 . 403 human subject,56,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-421msg4.txt
lemm,3-421msg5.txt,1,ham,0,re : 3 . 399 human subject,332,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-421msg5.txt
lemm,3-422msg1.txt,1,ham,0,conference aisb ' 93 call for paper,838,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-422msg1.txt
lemm,3-423msg1.txt,1,ham,0,close linguistic at soas call for help ! ! !,777,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-423msg1.txt
lemm,3-423msg2.txt,1,ham,0,soas cease all publication and cancel linguistic !,403,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-423msg2.txt
lemm,3-423msg3.txt,1,ham,0,closure of famous department of linguistics,236,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-423msg3.txt
lemm,3-424msg1.txt,1,ham,0,closing of academic dept and layoff at san diego state,555,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-424msg1.txt
lemm,3-425msg1.txt,1,ham,0,what language be this ?,101,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-425msg1.txt
lemm,3-425msg2.txt,1,ham,0,e-mail address,27,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-425msg2.txt
lemm,3-425msg3.txt,1,ham,0,chomsky ' 92 article,98,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-425msg3.txt
lemm,3-426msg1.txt,1,ham,0,oulipo,72,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-426msg1.txt
lemm,3-426msg2.txt,1,ham,0,relative marker over time,98,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-426msg2.txt
lemm,3-426msg3.txt,1,ham,0,acquisition of reflexive verb,58,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-426msg3.txt
lemm,3-429msg0.txt,1,ham,0,on become a linguist,183,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-429msg0.txt
lemm,3-430msg1.txt,1,ham,0,syntax textbook - - a summary,339,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-430msg1.txt
lemm,3-433msg1.txt,1,ham,0,3 . 417 citation,313,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-433msg1.txt
lemm,3-433msg2.txt,1,ham,0,chomsky citation and mandeville 's paradox,115,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-433msg2.txt
lemm,3-433msg3.txt,1,ham,0,re : 3 . 413 citation,21,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-433msg3.txt
lemm,3-435msg1.txt,1,ham,0,zellig s . harri,23,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-435msg1.txt
lemm,3-436msg1.txt,1,ham,0,re : 3 . 427 innateness,169,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-436msg1.txt
lemm,3-436msg2.txt,1,ham,0,re : 3 . 427 innateness,388,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-436msg2.txt
lemm,3-436msg3.txt,1,ham,0,innateness,542,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-436msg3.txt
lemm,3-437msg1.txt,1,ham,0,re : 3 . 429 how do we end up linguist ?,288,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-437msg1.txt
lemm,3-437msg2.txt,1,ham,0,"re : 3 . 421 linguist , human subject",197,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-437msg2.txt
lemm,3-437msg3.txt,1,ham,0,become a linguist,218,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-437msg3.txt
lemm,3-437msg4.txt,1,ham,0,re : 3 . 429 how do we end up linguist ?,87,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-437msg4.txt
lemm,3-437msg5.txt,1,ham,0,3 . 429 how do we end up linguist ?,145,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-437msg5.txt
lemm,3-442msg1.txt,1,ham,0,"re : 3 . 420 fyi : morphology , concordance",135,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-442msg1.txt
lemm,3-442msg2.txt,1,ham,0,human sense disambiguation correction,88,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-442msg2.txt
lemm,3-442msg3.txt,1,ham,0,goettingen summer school : language development,198,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-442msg3.txt
lemm,3-444msg1.txt,1,ham,0,2 job : new zealand,386,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-444msg1.txt
lemm,3-445msg1.txt,1,ham,0,zellig harri,3628,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-445msg1.txt
lemm,3-547msg1.txt,1,ham,0,proposal for a morphological database of classical greek,480,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-547msg1.txt
lemm,3-550msg1.txt,1,ham,0,query : list,20,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-550msg1.txt
lemm,3-550msg2.txt,1,ham,0,machine translation,104,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-550msg2.txt
lemm,3-550msg3.txt,1,ham,0,run-on word ?,201,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-550msg3.txt
lemm,3-553msg0.txt,1,ham,0,no accent allow !,226,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-553msg0.txt
lemm,3-553msg1.txt,1,ham,0,kay csl,44,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-553msg1.txt
lemm,3-553msg2.txt,1,ham,0,list of english taboo word,75,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-553msg2.txt
lemm,3-553msg3.txt,1,ham,0,afar,75,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-553msg3.txt
lemm,3-554msg1.txt,1,ham,0,re : portugal,30,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-554msg1.txt
lemm,3-554msg2.txt,1,ham,0,a question about the ssc,148,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-554msg2.txt
lemm,3-557msg1.txt,1,ham,0,case - mark in the genitive,149,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-557msg1.txt
lemm,3-557msg2.txt,1,ham,0,book : thoma barthel,115,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-557msg2.txt
lemm,3-557msg3.txt,1,ham,0,philosophy of mind,50,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-557msg3.txt
lemm,3-558msg1.txt,1,ham,0,mt and translation theory workshop,246,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-558msg1.txt
lemm,3-559msg1.txt,1,ham,0,physic : culture dependent or independent ?,248,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-559msg1.txt
lemm,3-559msg2.txt,1,ham,0,"3 . 543 please respond : linguistic cd - rom , mispase idiom",151,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-559msg2.txt
lemm,3-559msg3.txt,1,ham,0,chomsky citation,81,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-559msg3.txt
lemm,3-559msg4.txt,1,ham,0,epenthesis rule,133,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-559msg4.txt
lemm,3-559msg5.txt,1,ham,0,query : standard code for language and dialect,258,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-559msg5.txt
lemm,3-559msg6.txt,1,ham,0,query : stieber 's law,140,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-559msg6.txt
lemm,3-559msg7.txt,1,ham,0,query : status of chomsky 's minimalist paper,18,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-559msg7.txt
lemm,3-559msg8.txt,1,ham,0,double negation in black english,98,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-559msg8.txt
lemm,3-559msg9.txt,1,ham,0,query : narrative,110,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-559msg9.txt
lemm,3-562msg1.txt,1,ham,0,accent : linguistnet in the news,1159,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-562msg1.txt
lemm,3-563msg1.txt,1,ham,0,accent in classroom,1620,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-563msg1.txt
lemm,3-565msg1.txt,1,ham,0,compound and pdp,213,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-565msg1.txt
lemm,3-565msg2.txt,1,ham,0,query : uninflect tag,53,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-565msg2.txt
lemm,3-565msg3.txt,1,ham,0,query : melcuk ( melchuk ),16,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\3-565msg3.txt
lemm,5-1211msg1.txt,1,ham,0,threaten sudan language ii .,365,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1211msg1.txt
lemm,5-1213msg1.txt,1,ham,0,workbook,706,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1213msg1.txt
lemm,5-1215msg1.txt,1,ham,0,language requirement for teacher,178,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1215msg1.txt
lemm,5-1217msg1.txt,1,ham,0,tenure - track open in japanese,457,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1217msg1.txt
lemm,5-1217msg2.txt,1,ham,0,tenure - track position available,229,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1217msg2.txt
lemm,5-1217msg3.txt,1,ham,0,job announcement,440,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1217msg3.txt
lemm,5-1218msg1.txt,1,ham,0,translator need for women for women !,136,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1218msg1.txt
lemm,5-1218msg2.txt,1,ham,0,contribution solicit to germanic generative syntax newsletter,191,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1218msg2.txt
lemm,5-1218msg3.txt,1,ham,0,celiac / oaxaca native literacy project,731,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1218msg3.txt
lemm,5-1218msg4.txt,1,ham,0,george aditjondro,749,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1218msg4.txt
lemm,5-1218msg5.txt,1,ham,0,ua appeal : arief budiman,553,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1218msg5.txt
lemm,5-1219msg1.txt,1,ham,0,""" design "" dialect",63,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1219msg1.txt
lemm,5-1219msg2.txt,1,ham,0,language evolution context,1096,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1219msg2.txt
lemm,5-1219msg3.txt,1,ham,0,""" re have",190,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1219msg3.txt
lemm,5-1221msg1.txt,1,ham,0,summary of quaker language,480,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1221msg1.txt
lemm,5-1222msg1.txt,1,ham,0,sapir - whorf bibliography,73,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1222msg1.txt
lemm,5-1222msg2.txt,1,ham,0,""" rain "" = "" fall "" + "" water "" ?",54,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1222msg2.txt
lemm,5-1225msg1.txt,1,ham,0,re : 5 . 1205 linguistic and imperialism,151,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1225msg1.txt
lemm,5-1225msg2.txt,1,ham,0,re : 5 . 1205 linguistic and imperialism,98,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1225msg2.txt
lemm,5-1225msg3.txt,1,ham,0,linguistic and imperialism,73,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1225msg3.txt
lemm,5-1226msg1.txt,1,ham,0,research v . performance activity and professional label,308,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1226msg1.txt
lemm,5-1226msg2.txt,1,ham,0,a linguist by any other name . . .,139,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1226msg2.txt
lemm,5-1226msg3.txt,1,ham,0,""" linguist / - ician "" : a new slant .",564,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1226msg3.txt
lemm,5-1227msg1.txt,1,ham,0,re : 5 . 1196 corpus analysis of - body / - one,421,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1227msg1.txt
lemm,5-1227msg2.txt,1,ham,0,re : 5 . 1196 corpus analysis of - body / - one,604,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1227msg2.txt
lemm,5-1227msg3.txt,1,ham,0,more datum on - body / - one,168,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1227msg3.txt
lemm,5-1229msg1.txt,1,ham,0,summary : doctoral program in apply linguistic,895,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1229msg1.txt
lemm,5-1230msg1.txt,1,ham,0,""" politically correct "" : summary",1236,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1230msg1.txt
lemm,5-1236msg1.txt,1,ham,0,summary : tap / flap,597,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1236msg1.txt
lemm,5-1237msg1.txt,1,ham,0,summary : basic order ( and remark on typology ),783,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1237msg1.txt
lemm,5-1239msg1.txt,1,ham,0,eskimo snow,191,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm\part1\5-1239msg1.txt
