rank,word,training_frequency
479,affiliation,325
480,rather,325
481,plus,325
482,acl,325
483,always,324
484,grammatical,323
485,together,323
486,approaches,321
487,off,321
488,she,319
489,better,318
490,london,318
491,thank,317
492,old,316
493,format,316
494,cost,315
495,history,314
496,association,314
497,original,313
498,researchers,313
499,professor,312
500,proposals,312
